country_of_birth,country_of_destination,education_level,sex,number
ETH,LTU,ISCED 5/6/7/8,Female,3.0
ETH,LUX,ISCED 5/6/7/8,Female,162.0
ETH,LUX,ISCED 5/6/7/8,Male,239.0
ETH,LVA,ISCED 5/6/7/8,Female,5.0
ETH,LVA,ISCED 5/6/7/8,Male,5.0
ETH,NOR,ISCED 5/6/7/8,Female,4210.0
ETH,NOR,ISCED 5/6/7/8,Male,6565.0
ETH,NZL,ISCED 5/6/7/8,Female,414.0
ETH,NZL,ISCED 5/6/7/8,Male,531.0
ETH,POL,ISCED 5/6/7/8,Female,221.0
ETH,POL,ISCED 5/6/7/8,Male,530.0
ETH,PRT,ISCED 5/6/7/8,Female,22.0
ETH,PRT,ISCED 5/6/7/8,Male,47.0
ETH,SVK,ISCED 5/6/7/8,Female,6.0
ETH,SVK,ISCED 5/6/7/8,Male,45.0
ETH,SVN,ISCED 5/6/7/8,Female,16.0
ETH,SVN,ISCED 5/6/7/8,Male,14.0
ETH,SWE,ISCED 5/6/7/8,Female,9295.0
ETH,SWE,ISCED 5/6/7/8,Male,12535.0
ETH,TUR,ISCED 5/6/7/8,Female,201.0
ETH,TUR,ISCED 5/6/7/8,Male,437.0
ETH,USA,ISCED 5/6/7/8,Female,188396.0
ETH,USA,ISCED 5/6/7/8,Male,268739.0
FIN,AUS,ISCED 5/6/7/8,Female,9644.0
FIN,AUS,ISCED 5/6/7/8,Male,3947.0
FIN,BGR,ISCED 5/6/7/8,Female,59.0
FIN,BGR,ISCED 5/6/7/8,Male,92.0
FIN,CAN,ISCED 5/6/7/8,Female,11015.0
FIN,CAN,ISCED 5/6/7/8,Male,7850.0
FIN,CHE,ISCED 5/6/7/8,Female,8451.35698890686
FIN,CHE,ISCED 5/6/7/8,Male,4684.285035133362
FIN,COL,ISCED 5/6/7/8,Female,70.0
FIN,COL,ISCED 5/6/7/8,Male,59.0
FIN,CZE,ISCED 5/6/7/8,Female,366.0
FIN,CZE,ISCED 5/6/7/8,Male,519.0
FIN,DNK,ISCED 5/6/7/8,Female,5362.0
FIN,DNK,ISCED 5/6/7/8,Male,2279.0
FIN,ESP,ISCED 5/6/7/8,Female,7597.0
FIN,ESP,ISCED 5/6/7/8,Male,4705.0
FIN,EST,ISCED 5/6/7/8,Female,2637.0
FIN,EST,ISCED 5/6/7/8,Male,4266.0
FIN,FRA,ISCED 5/6/7/8,Female,8690.706630706787
FIN,FRA,ISCED 5/6/7/8,Male,2782.7474460601807
FIN,GRC,ISCED 5/6/7/8,Female,961.0
FIN,GRC,ISCED 5/6/7/8,Male,274.0
FIN,HUN,ISCED 5/6/7/8,Female,860.0
FIN,HUN,ISCED 5/6/7/8,Male,718.0
FIN,ITA,ISCED 5/6/7/8,Female,2505.0000198185444
FIN,ITA,ISCED 5/6/7/8,Male,627.9999993592501
FIN,LTU,ISCED 5/6/7/8,Female,6.0
FIN,LTU,ISCED 5/6/7/8,Male,21.0
FIN,LUX,ISCED 5/6/7/8,Female,1774.0
FIN,LUX,ISCED 5/6/7/8,Male,1206.0
FIN,LVA,ISCED 5/6/7/8,Female,54.0
FIN,LVA,ISCED 5/6/7/8,Male,196.0
FIN,NOR,ISCED 5/6/7/8,Female,11608.0
FIN,NOR,ISCED 5/6/7/8,Male,4162.0
FIN,NZL,ISCED 5/6/7/8,Female,801.0
FIN,NZL,ISCED 5/6/7/8,Male,228.0
FIN,POL,ISCED 5/6/7/8,Female,357.0
FIN,POL,ISCED 5/6/7/8,Male,735.0
FIN,PRT,ISCED 5/6/7/8,Female,798.0
FIN,PRT,ISCED 5/6/7/8,Male,495.0
FIN,SVK,ISCED 5/6/7/8,Female,12.0
FIN,SVK,ISCED 5/6/7/8,Male,60.0
FIN,SVN,ISCED 5/6/7/8,Female,49.0
FIN,SVN,ISCED 5/6/7/8,Male,62.0
FIN,SWE,ISCED 5/6/7/8,Female,115600.0
FIN,SWE,ISCED 5/6/7/8,Male,44125.0
FIN,TUR,ISCED 5/6/7/8,Female,160.0
FIN,TUR,ISCED 5/6/7/8,Male,65.0
FIN,USA,ISCED 5/6/7/8,Female,37583.0
FIN,USA,ISCED 5/6/7/8,Male,24021.0
FJI,AUS,ISCED 5/6/7/8,Female,75267.0
FJI,AUS,ISCED 5/6/7/8,Male,59851.0
FJI,CAN,ISCED 5/6/7/8,Female,22005.0
FJI,CAN,ISCED 5/6/7/8,Male,15290.0
FJI,CHE,ISCED 5/6/7/8,Female,56.77199935913086
FJI,CHE,ISCED 5/6/7/8,Male,71.29199981689453
FJI,COL,ISCED 5/6/7/8,Male,5.0
FJI,CZE,ISCED 5/6/7/8,Female,5.0
FJI,CZE,ISCED 5/6/7/8,Male,10.0
FJI,DNK,ISCED 5/6/7/8,Female,25.0
FJI,DNK,ISCED 5/6/7/8,Male,17.0
FJI,ESP,ISCED 5/6/7/8,Female,42.0
FJI,ESP,ISCED 5/6/7/8,Male,53.0
FJI,EST,ISCED 5/6/7/8,Female,3.0
FJI,EST,ISCED 5/6/7/8,Male,4.0
FJI,FRA,ISCED 5/6/7/8,Female,250.12341117858887
FJI,FRA,ISCED 5/6/7/8,Male,127.20168828964233
FJI,HUN,ISCED 5/6/7/8,Female,28.0
FJI,HUN,ISCED 5/6/7/8,Male,15.0
FJI,ITA,ISCED 5/6/7/8,Female,4.000000059604645
FJI,ITA,ISCED 5/6/7/8,Male,15.999999761581421
FJI,LUX,ISCED 5/6/7/8,Female,10.0
FJI,NOR,ISCED 5/6/7/8,Female,52.0
FJI,NOR,ISCED 5/6/7/8,Male,40.0
FJI,NZL,ISCED 5/6/7/8,Female,37500.0
FJI,NZL,ISCED 5/6/7/8,Male,30564.0
FJI,POL,ISCED 5/6/7/8,Female,4.0
FJI,POL,ISCED 5/6/7/8,Male,5.0
FJI,PRT,ISCED 5/6/7/8,Female,5.0
FJI,PRT,ISCED 5/6/7/8,Male,9.0
FJI,SWE,ISCED 5/6/7/8,Female,55.0
FJI,SWE,ISCED 5/6/7/8,Male,15.0
FJI,USA,ISCED 5/6/7/8,Female,36683.0
FJI,USA,ISCED 5/6/7/8,Male,38343.0
FRA,AUS,ISCED 5/6/7/8,Female,55469.0
FRA,AUS,ISCED 5/6/7/8,Male,50695.0
FRA,BGR,ISCED 5/6/7/8,Female,464.0
FRA,BGR,ISCED 5/6/7/8,Male,1328.0
FRA,CAN,ISCED 5/6/7/8,Female,284645.0
FRA,CAN,ISCED 5/6/7/8,Male,297840.0
FRA,CHE,ISCED 5/6/7/8,Female,181105.88191223145
FRA,CHE,ISCED 5/6/7/8,Male,206024.362531662
FRA,COL,ISCED 5/6/7/8,Female,3275.0
FRA,COL,ISCED 5/6/7/8,Male,6031.0
FRA,CZE,ISCED 5/6/7/8,Female,2723.0
FRA,CZE,ISCED 5/6/7/8,Male,7181.0
FRA,DNK,ISCED 5/6/7/8,Female,8032.0
FRA,DNK,ISCED 5/6/7/8,Male,9178.0
FRA,ESP,ISCED 5/6/7/8,Female,211867.0
FRA,ESP,ISCED 5/6/7/8,Male,186882.0
FRA,EST,ISCED 5/6/7/8,Female,956.0
FRA,EST,ISCED 5/6/7/8,Male,2105.0
FRA,FRA,ISCED 5/6/7/8,Female,37748452.2147125
FRA,FRA,ISCED 5/6/7/8,Male,31780483.538066745
FRA,GRC,ISCED 5/6/7/8,Female,7265.0
FRA,GRC,ISCED 5/6/7/8,Male,4941.0
FRA,HUN,ISCED 5/6/7/8,Female,3933.0
FRA,HUN,ISCED 5/6/7/8,Male,6050.0
FRA,ITA,ISCED 5/6/7/8,Female,53262.99971729942
FRA,ITA,ISCED 5/6/7/8,Male,30080.000032544136
FRA,LTU,ISCED 5/6/7/8,Female,60.0
FRA,LTU,ISCED 5/6/7/8,Male,154.0
FRA,LUX,ISCED 5/6/7/8,Female,48568.0
FRA,LUX,ISCED 5/6/7/8,Male,58700.0
FRA,LVA,ISCED 5/6/7/8,Female,183.0
FRA,LVA,ISCED 5/6/7/8,Male,499.0
FRA,NOR,ISCED 5/6/7/8,Female,8205.0
FRA,NOR,ISCED 5/6/7/8,Male,9678.0
FRA,NZL,ISCED 5/6/7/8,Female,6651.0
FRA,NZL,ISCED 5/6/7/8,Male,5502.0
FRA,POL,ISCED 5/6/7/8,Female,7075.0
FRA,POL,ISCED 5/6/7/8,Male,13051.0
FRA,PRT,ISCED 5/6/7/8,Female,105101.0
FRA,PRT,ISCED 5/6/7/8,Male,61004.0
FRA,SVK,ISCED 5/6/7/8,Female,375.0
FRA,SVK,ISCED 5/6/7/8,Male,1102.0
FRA,SVN,ISCED 5/6/7/8,Female,583.0
FRA,SVN,ISCED 5/6/7/8,Male,810.0
FRA,SWE,ISCED 5/6/7/8,Female,12705.0
FRA,SWE,ISCED 5/6/7/8,Male,16215.0
FRA,TUR,ISCED 5/6/7/8,Female,1987.0
FRA,TUR,ISCED 5/6/7/8,Male,1615.0
FRA,USA,ISCED 5/6/7/8,Female,338434.0
FRA,USA,ISCED 5/6/7/8,Male,357973.0
FYUG,CHE,ISCED 5/6/7/8,Female,44975.75777053833
FYUG,CHE,ISCED 5/6/7/8,Male,54713.2826461792
FYUG,DNK,ISCED 5/6/7/8,Female,301.0
FYUG,DNK,ISCED 5/6/7/8,Male,206.0
FYUG,LTU,ISCED 5/6/7/8,Male,9.0
FYUG,LUX,ISCED 5/6/7/8,Female,683.0
FYUG,LUX,ISCED 5/6/7/8,Male,917.0
FYUG,USA,ISCED 5/6/7/8,Female,28475.0
FYUG,USA,ISCED 5/6/7/8,Male,32745.0
FYUG-BIH,AUS,ISCED 5/6/7/8,Female,24068.0
FYUG-BIH,AUS,ISCED 5/6/7/8,Male,18402.0
FYUG-BIH,BGR,ISCED 5/6/7/8,Female,64.0
FYUG-BIH,BGR,ISCED 5/6/7/8,Male,99.0
FYUG-BIH,CAN,ISCED 5/6/7/8,Female,48595.0
FYUG-BIH,CAN,ISCED 5/6/7/8,Male,43275.0
FYUG-BIH,CHE,ISCED 5/6/7/8,Female,20995.134859085083
FYUG-BIH,CHE,ISCED 5/6/7/8,Male,20455.992168426514
FYUG-BIH,COL,ISCED 5/6/7/8,Female,19.0
FYUG-BIH,COL,ISCED 5/6/7/8,Male,19.0
FYUG-BIH,CZE,ISCED 5/6/7/8,Female,2179.0
FYUG-BIH,CZE,ISCED 5/6/7/8,Male,2230.0
FYUG-BIH,DNK,ISCED 5/6/7/8,Female,9754.0
FYUG-BIH,DNK,ISCED 5/6/7/8,Male,8571.0
FYUG-BIH,ESP,ISCED 5/6/7/8,Female,2141.0
FYUG-BIH,ESP,ISCED 5/6/7/8,Male,1739.0
FYUG-BIH,EST,ISCED 5/6/7/8,Female,24.0
FYUG-BIH,EST,ISCED 5/6/7/8,Male,30.0
FYUG-BIH,FRA,ISCED 5/6/7/8,Female,8556.296638011932
FYUG-BIH,FRA,ISCED 5/6/7/8,Male,6727.110185623169
FYUG-BIH,GRC,ISCED 5/6/7/8,Female,488.0
FYUG-BIH,GRC,ISCED 5/6/7/8,Male,128.0
FYUG-BIH,HUN,ISCED 5/6/7/8,Female,547.0
FYUG-BIH,HUN,ISCED 5/6/7/8,Male,662.0
FYUG-BIH,ITA,ISCED 5/6/7/8,Female,9408.000071942806
FYUG-BIH,ITA,ISCED 5/6/7/8,Male,6676.000011175871
FYUG-BIH,LUX,ISCED 5/6/7/8,Female,1724.0
FYUG-BIH,LUX,ISCED 5/6/7/8,Male,1664.0
FYUG-BIH,LVA,ISCED 5/6/7/8,Female,10.0
FYUG-BIH,LVA,ISCED 5/6/7/8,Male,32.0
FYUG-BIH,NOR,ISCED 5/6/7/8,Female,12804.0
FYUG-BIH,NOR,ISCED 5/6/7/8,Male,10812.0
FYUG-BIH,NZL,ISCED 5/6/7/8,Female,291.0
FYUG-BIH,NZL,ISCED 5/6/7/8,Male,261.0
FYUG-BIH,POL,ISCED 5/6/7/8,Female,312.0
FYUG-BIH,POL,ISCED 5/6/7/8,Male,476.0
FYUG-BIH,PRT,ISCED 5/6/7/8,Female,179.0
FYUG-BIH,PRT,ISCED 5/6/7/8,Male,83.0
FYUG-BIH,SVK,ISCED 5/6/7/8,Female,257.0
FYUG-BIH,SVK,ISCED 5/6/7/8,Male,412.0
FYUG-BIH,SVN,ISCED 5/6/7/8,Female,17783.0
FYUG-BIH,SVN,ISCED 5/6/7/8,Male,13993.0
FYUG-BIH,SWE,ISCED 5/6/7/8,Female,45125.0
FYUG-BIH,SWE,ISCED 5/6/7/8,Male,38010.0
FYUG-BIH,TUR,ISCED 5/6/7/8,Female,456.0
FYUG-BIH,TUR,ISCED 5/6/7/8,Male,208.0
FYUG-BIH,USA,ISCED 5/6/7/8,Female,92948.0
FYUG-BIH,USA,ISCED 5/6/7/8,Male,87198.0
FYUG-HRV,AUS,ISCED 5/6/7/8,Female,22411.0
FYUG-HRV,AUS,ISCED 5/6/7/8,Male,16830.0
FYUG-HRV,BGR,ISCED 5/6/7/8,Female,79.0
FYUG-HRV,BGR,ISCED 5/6/7/8,Male,95.0
FYUG-HRV,CAN,ISCED 5/6/7/8,Female,34195.0
FYUG-HRV,CAN,ISCED 5/6/7/8,Male,30610.0
FYUG-HRV,CHE,ISCED 5/6/7/8,Female,10150.682981491089
FYUG-HRV,CHE,ISCED 5/6/7/8,Male,8061.405921936035
FYUG-HRV,COL,ISCED 5/6/7/8,Female,45.0
FYUG-HRV,COL,ISCED 5/6/7/8,Male,105.0
FYUG-HRV,CZE,ISCED 5/6/7/8,Female,1564.0
FYUG-HRV,CZE,ISCED 5/6/7/8,Male,1642.0
FYUG-HRV,DNK,ISCED 5/6/7/8,Female,2098.0
FYUG-HRV,DNK,ISCED 5/6/7/8,Male,1946.0
FYUG-HRV,ESP,ISCED 5/6/7/8,Female,3031.0
FYUG-HRV,ESP,ISCED 5/6/7/8,Male,1869.0
FYUG-HRV,EST,ISCED 5/6/7/8,Female,80.0
FYUG-HRV,EST,ISCED 5/6/7/8,Male,89.0
FYUG-HRV,FRA,ISCED 5/6/7/8,Female,6123.85346698761
FYUG-HRV,FRA,ISCED 5/6/7/8,Male,3655.7483863830566
FYUG-HRV,GRC,ISCED 5/6/7/8,Female,498.0
FYUG-HRV,GRC,ISCED 5/6/7/8,Male,194.0
FYUG-HRV,HUN,ISCED 5/6/7/8,Female,1671.0
FYUG-HRV,HUN,ISCED 5/6/7/8,Male,1710.0
FYUG-HRV,ITA,ISCED 5/6/7/8,Female,12401.000074662268
FYUG-HRV,ITA,ISCED 5/6/7/8,Male,6302.999993354082
FYUG-HRV,LUX,ISCED 5/6/7/8,Female,1391.0
FYUG-HRV,LUX,ISCED 5/6/7/8,Male,1076.0
FYUG-HRV,LVA,ISCED 5/6/7/8,Female,10.0
FYUG-HRV,LVA,ISCED 5/6/7/8,Male,34.0
FYUG-HRV,NOR,ISCED 5/6/7/8,Female,3610.0
FYUG-HRV,NOR,ISCED 5/6/7/8,Male,2839.0
FYUG-HRV,NZL,ISCED 5/6/7/8,Female,1158.0
FYUG-HRV,NZL,ISCED 5/6/7/8,Male,1038.0
FYUG-HRV,POL,ISCED 5/6/7/8,Female,455.0
FYUG-HRV,POL,ISCED 5/6/7/8,Male,650.0
FYUG-HRV,PRT,ISCED 5/6/7/8,Female,324.0
FYUG-HRV,PRT,ISCED 5/6/7/8,Male,135.0
FYUG-HRV,SVK,ISCED 5/6/7/8,Female,377.0
FYUG-HRV,SVK,ISCED 5/6/7/8,Male,569.0
FYUG-HRV,SVN,ISCED 5/6/7/8,Female,19192.0
FYUG-HRV,SVN,ISCED 5/6/7/8,Male,17584.0
FYUG-HRV,SWE,ISCED 5/6/7/8,Female,8790.0
FYUG-HRV,SWE,ISCED 5/6/7/8,Male,6475.0
FYUG-HRV,TUR,ISCED 5/6/7/8,Female,68.0
FYUG-HRV,TUR,ISCED 5/6/7/8,Male,73.0
FYUG-HRV,USA,ISCED 5/6/7/8,Female,41467.0
FYUG-HRV,USA,ISCED 5/6/7/8,Male,37894.0
FYUG-MKD,AUS,ISCED 5/6/7/8,Female,19239.0
FYUG-MKD,AUS,ISCED 5/6/7/8,Male,17280.0
FYUG-MKD,BGR,ISCED 5/6/7/8,Female,2943.0
FYUG-MKD,BGR,ISCED 5/6/7/8,Male,4553.0
FYUG-MKD,CAN,ISCED 5/6/7/8,Female,10765.0
FYUG-MKD,CAN,ISCED 5/6/7/8,Male,9480.0
FYUG-MKD,CHE,ISCED 5/6/7/8,Female,17527.49483013153
FYUG-MKD,CHE,ISCED 5/6/7/8,Male,23052.09692287445
FYUG-MKD,CZE,ISCED 5/6/7/8,Female,1203.0
FYUG-MKD,CZE,ISCED 5/6/7/8,Male,1234.0
FYUG-MKD,DNK,ISCED 5/6/7/8,Female,1629.0
FYUG-MKD,DNK,ISCED 5/6/7/8,Male,1643.0
FYUG-MKD,ESP,ISCED 5/6/7/8,Female,971.0
FYUG-MKD,ESP,ISCED 5/6/7/8,Male,502.0
FYUG-MKD,EST,ISCED 5/6/7/8,Female,50.0
FYUG-MKD,EST,ISCED 5/6/7/8,Male,114.0
FYUG-MKD,FRA,ISCED 5/6/7/8,Female,5200.07701921463
FYUG-MKD,FRA,ISCED 5/6/7/8,Male,4260.078340053558
FYUG-MKD,GRC,ISCED 5/6/7/8,Female,1291.0
FYUG-MKD,GRC,ISCED 5/6/7/8,Male,507.0
FYUG-MKD,HUN,ISCED 5/6/7/8,Female,361.0
FYUG-MKD,HUN,ISCED 5/6/7/8,Male,343.0
FYUG-MKD,ITA,ISCED 5/6/7/8,Female,13083.99989091605
FYUG-MKD,ITA,ISCED 5/6/7/8,Male,12493.99999371171
FYUG-MKD,LTU,ISCED 5/6/7/8,Female,14.0
FYUG-MKD,LTU,ISCED 5/6/7/8,Male,23.0
FYUG-MKD,LUX,ISCED 5/6/7/8,Female,426.0
FYUG-MKD,LUX,ISCED 5/6/7/8,Male,287.0
FYUG-MKD,LVA,ISCED 5/6/7/8,Female,14.0
FYUG-MKD,LVA,ISCED 5/6/7/8,Male,33.0
FYUG-MKD,NOR,ISCED 5/6/7/8,Female,1612.0
FYUG-MKD,NOR,ISCED 5/6/7/8,Male,1421.0
FYUG-MKD,NZL,ISCED 5/6/7/8,Female,591.0
FYUG-MKD,NZL,ISCED 5/6/7/8,Male,432.0
FYUG-MKD,POL,ISCED 5/6/7/8,Female,316.0
FYUG-MKD,POL,ISCED 5/6/7/8,Male,428.0
FYUG-MKD,PRT,ISCED 5/6/7/8,Female,125.0
FYUG-MKD,PRT,ISCED 5/6/7/8,Male,82.0
FYUG-MKD,SVK,ISCED 5/6/7/8,Female,291.0
FYUG-MKD,SVK,ISCED 5/6/7/8,Male,538.0
FYUG-MKD,SVN,ISCED 5/6/7/8,Female,5765.0
FYUG-MKD,SVN,ISCED 5/6/7/8,Male,4568.0
FYUG-MKD,SWE,ISCED 5/6/7/8,Female,5665.0
FYUG-MKD,SWE,ISCED 5/6/7/8,Male,4205.0
FYUG-MKD,TUR,ISCED 5/6/7/8,Female,945.0
FYUG-MKD,TUR,ISCED 5/6/7/8,Male,1349.0
FYUG-MKD,USA,ISCED 5/6/7/8,Female,22824.0
FYUG-MKD,USA,ISCED 5/6/7/8,Male,25392.0
FYUG-SRB,AUS,ISCED 5/6/7/8,Female,23014.0
FYUG-SRB,AUS,ISCED 5/6/7/8,Male,17656.0
FYUG-SRB,BGR,ISCED 5/6/7/8,Female,1741.0
FYUG-SRB,BGR,ISCED 5/6/7/8,Male,2113.0
FYUG-SRB,CAN,ISCED 5/6/7/8,Female,46400.0
FYUG-SRB,CAN,ISCED 5/6/7/8,Male,42885.0
FYUG-SRB,CHE,ISCED 5/6/7/8,Female,25764.18458366394
FYUG-SRB,CHE,ISCED 5/6/7/8,Male,25944.914565086365
FYUG-SRB,COL,ISCED 5/6/7/8,Female,56.0
FYUG-SRB,COL,ISCED 5/6/7/8,Male,61.0
FYUG-SRB,CZE,ISCED 5/6/7/8,Female,2993.0
FYUG-SRB,CZE,ISCED 5/6/7/8,Male,3211.0
FYUG-SRB,DNK,ISCED 5/6/7/8,Female,1284.0
FYUG-SRB,DNK,ISCED 5/6/7/8,Male,1103.0
FYUG-SRB,ESP,ISCED 5/6/7/8,Female,6679.0
FYUG-SRB,ESP,ISCED 5/6/7/8,Male,4960.0
FYUG-SRB,EST,ISCED 5/6/7/8,Female,79.0
FYUG-SRB,EST,ISCED 5/6/7/8,Male,110.0
FYUG-SRB,FRA,ISCED 5/6/7/8,Female,37830.13405394554
FYUG-SRB,FRA,ISCED 5/6/7/8,Male,31554.28368496895
FYUG-SRB,GRC,ISCED 5/6/7/8,Female,4995.0
FYUG-SRB,GRC,ISCED 5/6/7/8,Male,1504.0
FYUG-SRB,HUN,ISCED 5/6/7/8,Female,29885.0
FYUG-SRB,HUN,ISCED 5/6/7/8,Male,28959.0
FYUG-SRB,ITA,ISCED 5/6/7/8,Female,14241.0000256598
FYUG-SRB,ITA,ISCED 5/6/7/8,Male,8583.000013813376
FYUG-SRB,LTU,ISCED 5/6/7/8,Male,17.0
FYUG-SRB,LUX,ISCED 5/6/7/8,Female,1741.0
FYUG-SRB,LUX,ISCED 5/6/7/8,Male,1447.0
FYUG-SRB,LVA,ISCED 5/6/7/8,Female,5.0
FYUG-SRB,LVA,ISCED 5/6/7/8,Male,48.0
FYUG-SRB,NOR,ISCED 5/6/7/8,Female,7636.0
FYUG-SRB,NOR,ISCED 5/6/7/8,Male,5326.0
FYUG-SRB,NZL,ISCED 5/6/7/8,Female,1167.0
FYUG-SRB,NZL,ISCED 5/6/7/8,Male,972.0
FYUG-SRB,POL,ISCED 5/6/7/8,Female,794.0
FYUG-SRB,POL,ISCED 5/6/7/8,Male,1086.0
FYUG-SRB,PRT,ISCED 5/6/7/8,Female,598.0
FYUG-SRB,PRT,ISCED 5/6/7/8,Male,328.0
FYUG-SRB,SVK,ISCED 5/6/7/8,Female,2564.0
FYUG-SRB,SVK,ISCED 5/6/7/8,Male,3094.0
FYUG-SRB,SVN,ISCED 5/6/7/8,Female,11739.0
FYUG-SRB,SVN,ISCED 5/6/7/8,Male,11259.0
FYUG-SRB,SWE,ISCED 5/6/7/8,Female,8820.0
FYUG-SRB,SWE,ISCED 5/6/7/8,Male,6460.0
FYUG-SRB,TUR,ISCED 5/6/7/8,Female,261.0
FYUG-SRB,TUR,ISCED 5/6/7/8,Male,207.0
FYUG-SRB,USA,ISCED 5/6/7/8,Female,54787.0
FYUG-SRB,USA,ISCED 5/6/7/8,Male,53573.0
GBR,AUS,ISCED 5/6/7/8,Female,1036529.0
GBR,AUS,ISCED 5/6/7/8,Male,955487.0
GBR,BGR,ISCED 5/6/7/8,Female,1768.0
GBR,BGR,ISCED 5/6/7/8,Male,3159.0
GBR,CAN,ISCED 5/6/7/8,Female,608680.0
GBR,CAN,ISCED 5/6/7/8,Male,628065.0
GBR,CHE,ISCED 5/6/7/8,Female,42480.55345535278
GBR,CHE,ISCED 5/6/7/8,Male,69537.4912033081
GBR,COL,ISCED 5/6/7/8,Female,1339.0
GBR,COL,ISCED 5/6/7/8,Male,2994.0
GBR,CZE,ISCED 5/6/7/8,Female,2868.0
GBR,CZE,ISCED 5/6/7/8,Male,10092.0
GBR,DNK,ISCED 5/6/7/8,Female,12867.0
GBR,DNK,ISCED 5/6/7/8,Male,22367.0
GBR,ESP,ISCED 5/6/7/8,Female,147046.0
GBR,ESP,ISCED 5/6/7/8,Male,163110.0
GBR,EST,ISCED 5/6/7/8,Female,382.0
GBR,EST,ISCED 5/6/7/8,Male,1748.0
GBR,FRA,ISCED 5/6/7/8,Female,170436.72378349304
GBR,FRA,ISCED 5/6/7/8,Male,162912.491699934
GBR,GRC,ISCED 5/6/7/8,Female,13917.0
GBR,GRC,ISCED 5/6/7/8,Male,10637.0
GBR,HUN,ISCED 5/6/7/8,Female,2702.0
GBR,HUN,ISCED 5/6/7/8,Male,6641.0
GBR,ITA,ISCED 5/6/7/8,Female,38353.99988871813
GBR,ITA,ISCED 5/6/7/8,Male,28138.999972581863
GBR,JPN,ISCED 5/6/7/8,Female,1592.0
GBR,JPN,ISCED 5/6/7/8,Male,6319.0
GBR,LTU,ISCED 5/6/7/8,Female,33.0
GBR,LTU,ISCED 5/6/7/8,Male,110.0
GBR,LUX,ISCED 5/6/7/8,Female,5366.0
GBR,LUX,ISCED 5/6/7/8,Male,7868.0
GBR,LVA,ISCED 5/6/7/8,Female,215.0
GBR,LVA,ISCED 5/6/7/8,Male,700.0
GBR,NOR,ISCED 5/6/7/8,Female,17479.0
GBR,NOR,ISCED 5/6/7/8,Male,27956.0
GBR,NZL,ISCED 5/6/7/8,Female,201363.0
GBR,NZL,ISCED 5/6/7/8,Male,189996.0
GBR,POL,ISCED 5/6/7/8,Female,3966.0
GBR,POL,ISCED 5/6/7/8,Male,11672.0
GBR,PRT,ISCED 5/6/7/8,Female,16044.0
GBR,PRT,ISCED 5/6/7/8,Male,17342.0
GBR,SVK,ISCED 5/6/7/8,Female,298.0
GBR,SVK,ISCED 5/6/7/8,Male,978.0
GBR,SVN,ISCED 5/6/7/8,Female,379.0
GBR,SVN,ISCED 5/6/7/8,Male,728.0
GBR,SWE,ISCED 5/6/7/8,Female,19225.0
GBR,SWE,ISCED 5/6/7/8,Male,38780.0
GBR,TUR,ISCED 5/6/7/8,Female,3129.0
GBR,TUR,ISCED 5/6/7/8,Male,2888.0
GBR,USA,ISCED 5/6/7/8,Female,972285.0
GBR,USA,ISCED 5/6/7/8,Male,1237664.0
GHA,AUS,ISCED 5/6/7/8,Female,6481.0
GHA,AUS,ISCED 5/6/7/8,Male,8279.0
GHA,BGR,ISCED 5/6/7/8,Female,25.0
GHA,BGR,ISCED 5/6/7/8,Male,20.0
GHA,CAN,ISCED 5/6/7/8,Female,37085.0
GHA,CAN,ISCED 5/6/7/8,Male,38065.0
GHA,CHE,ISCED 5/6/7/8,Female,1077.6960077285767
GHA,CHE,ISCED 5/6/7/8,Male,2296.923011779785
GHA,COL,ISCED 5/6/7/8,Female,13.0
GHA,COL,ISCED 5/6/7/8,Male,60.0
GHA,CZE,ISCED 5/6/7/8,Female,389.0
GHA,CZE,ISCED 5/6/7/8,Male,1306.0
GHA,DNK,ISCED 5/6/7/8,Female,957.0
GHA,DNK,ISCED 5/6/7/8,Male,1883.0
GHA,ESP,ISCED 5/6/7/8,Female,1540.0
GHA,ESP,ISCED 5/6/7/8,Male,3512.0
GHA,EST,ISCED 5/6/7/8,Female,81.0
GHA,EST,ISCED 5/6/7/8,Male,218.0
GHA,FRA,ISCED 5/6/7/8,Female,3541.665792942047
GHA,FRA,ISCED 5/6/7/8,Male,3731.027786254883
GHA,GRC,ISCED 5/6/7/8,Female,176.0
GHA,GRC,ISCED 5/6/7/8,Male,384.0
GHA,HUN,ISCED 5/6/7/8,Female,310.0
GHA,HUN,ISCED 5/6/7/8,Male,646.0
GHA,ITA,ISCED 5/6/7/8,Female,5866.999934494495
GHA,ITA,ISCED 5/6/7/8,Male,12362.999996349216
GHA,LUX,ISCED 5/6/7/8,Female,110.0
GHA,LUX,ISCED 5/6/7/8,Male,106.0
GHA,LVA,ISCED 5/6/7/8,Male,22.0
GHA,NOR,ISCED 5/6/7/8,Female,1714.0
GHA,NOR,ISCED 5/6/7/8,Male,2619.0
GHA,NZL,ISCED 5/6/7/8,Female,282.0
GHA,NZL,ISCED 5/6/7/8,Male,357.0
GHA,POL,ISCED 5/6/7/8,Female,146.0
GHA,POL,ISCED 5/6/7/8,Male,293.0
GHA,PRT,ISCED 5/6/7/8,Female,35.0
GHA,PRT,ISCED 5/6/7/8,Male,71.0
GHA,SVK,ISCED 5/6/7/8,Female,22.0
GHA,SVK,ISCED 5/6/7/8,Male,36.0
GHA,SVN,ISCED 5/6/7/8,Male,11.0
